event_id,timestamp,event_type,severity,user_email,user_role,user_team,resource_type,resource_name,resource_id,action,action_result,description,ip_address,user_agent,session_id,request_id,approver_email,approval_status,metadata,before_state,after_state,risk_score,compliance_tags
AUDIT-1762037262754-UZMM6U,2025-11-01T22:47:42.754Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037262754-3stnm0,,,"{""message_count"":1,""last_message"":""Whitelist my IP"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762037263864-6X5FN3,2025-11-01T22:47:43.864Z,SYSTEM_ACCESS,LOW,system,,,,,,get_current_ip,SUCCESS,Retrieved current IP address: 136.25.15.73,136.25.15.73,,,,,,"{""source"":""ipify_api"",""method"":""fetch""}",,,0,
AUDIT-1762037263875-V4AD01,2025-11-01T22:47:43.875Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getCurrentIP,SUCCESS,Tool getCurrentIP executed success,,,,,,,"{""tool_name"":""getCurrentIP"",""parameters"":{},""error_message"":141}",,,0,"automation,tool_usage"
AUDIT-1762037265181-DP1XS7,2025-11-01T22:47:45.181Z,SYSTEM_ACCESS,LOW,system,,,,,,get_current_ip,SUCCESS,Retrieved current IP address: 136.25.15.73,136.25.15.73,,,,,,"{""source"":""ipify_api"",""method"":""fetch""}",,,0,
AUDIT-1762037265188-4KEP6M,2025-11-01T22:47:45.188Z,IP_WHITELISTED,MEDIUM,alice@company.com,,,,,,ip_whitelisted,PENDING,IP 136.25.15.73 whitelisted for alice@company.com,136.25.15.73,,,,,,"{""whitelist_reason"":""VPN access requested"",""network_action"":""WHITELISTED""}",,,50,"network_security,ip_management"
AUDIT-1762037265198-ZDK2C9,2025-11-01T22:47:45.198Z,IP_WHITELISTED,MEDIUM,alice@company.com,,,,,,ip_whitelisted,FAILURE,IP 136.25.15.73 whitelisted for alice@company.com,136.25.15.73,,,,,,"{""whitelist_reason"":""IP already whitelisted"",""network_action"":""WHITELISTED""}",,,50,"network_security,ip_management"
AUDIT-1762037267719-1XUE8U,2025-11-01T22:47:47.719Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 4959ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037262754-3stnm0,,,"{""execution_time_ms"":4959,""token_usage"":{""inputTokens"":2721,""outputTokens"":64,""totalTokens"":2785,""reasoningTokens"":0,""cachedInputTokens"":2560},""finish_reason"":""stop"",""response_length"":258}",,,0,
AUDIT-1762037272933-MWUL1O,2025-11-01T22:47:52.933Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,suggested_query_clicked,SUCCESS,User clicked suggested query: I need an OpenAI API key,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""suggestion_text"":""I need an OpenAI API key"",""input_method"":""suggestion_button"",""ui_component"":""suggested_queries"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:47:52.917Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:47:52.932Z""}",,,0,
AUDIT-1762037272981-PM5KRW,2025-11-01T22:47:52.981Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037272981-5b2ija,,,"{""message_count"":1,""last_message"":""I need an OpenAI API key"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762037276309-53M9OV,2025-11-01T22:47:56.309Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_checkUserAccess,SUCCESS,Tool checkUserAccess executed success,,,,,,,"{""tool_name"":""checkUserAccess"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762037276320-9M8YZE,2025-11-01T22:47:56.320Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,access_check_completed,SUCCESS,User access check returned 6 active permissions,,,,,,,"{""access_count"":6,""resources"":""database:staging_db,database:production_db,api_key:stripe,network:vpn_whitelist,cloud:aws_dev,tool:datadog""}",,,0,
AUDIT-1762037276326-HY03WL,2025-11-01T22:47:56.326Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_checkUserAccess,SUCCESS,Tool checkUserAccess executed success,,,,,,,"{""tool_name"":""checkUserAccess"",""parameters"":{""userEmail"":""alice@company.com""},""error_message"":17}",,,0,"automation,tool_usage"
AUDIT-1762037282691-NJVO71,2025-11-01T22:48:02.692Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 9707ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037272981-5b2ija,,,"{""execution_time_ms"":9707,""token_usage"":{""inputTokens"":3312,""outputTokens"":181,""totalTokens"":3493,""reasoningTokens"":0,""cachedInputTokens"":3200},""finish_reason"":""stop"",""response_length"":716}",,,0,
AUDIT-1762037316748-PSKB0R,2025-11-01T22:48:36.748Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_message_sent,SUCCESS,"User sent chat message: I would like to raise a approval request as well. ",::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""message_length"":50,""message_preview"":""I would like to raise a approval request as well. "",""input_method"":""text_input"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:48:36.732Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:48:36.748Z""}",,,0,
AUDIT-1762037316799-79F0Q1,2025-11-01T22:48:36.799Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 3 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037316799-4sd79a,,,"{""message_count"":3,""last_message"":""I would like to raise a approval request as well. "",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762037322607-TT2RQC,2025-11-01T22:48:42.607Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 5804ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037316799-4sd79a,,,"{""execution_time_ms"":5804,""token_usage"":{""inputTokens"":3800,""outputTokens"":151,""totalTokens"":3951,""reasoningTokens"":0,""cachedInputTokens"":3456},""finish_reason"":""stop"",""response_length"":599}",,,0,
AUDIT-1762037333117-21LNYQ,2025-11-01T22:48:53.117Z,UI_ACTION_PERFORMED,LOW,alice@company.com,,,,,,ui_submit_access_request_performed,SUCCESS,UI interaction: submit_access_request - performed,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""component_type"":""submit_access_request"",""ui_action"":""performed"",""form_data"":{""resourceType"":""api_key"",""resourceName"":""openai"",""reason"":""I need to test the latest code"",""urgency"":""medium""},""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:48:53.099Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:48:53.117Z""}",,,0,"user_interaction,ui"
AUDIT-1762037333152-X3H3GO,2025-11-01T22:48:53.152Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,access_request_form_submitted,SUCCESS,User submitted access request form for api_key:openai,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""form_data"":{""resourceType"":""api_key"",""resourceName"":""openai"",""reason"":""I need to test the latest code"",""urgency"":""medium""},""ui_component"":""access_request_form"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:48:53.145Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:48:53.152Z""}",,,0,"form_submission,access_request"
AUDIT-1762037333208-TRQNTE,2025-11-01T22:48:53.208Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 5 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037333208-nptgha,,,"{""message_count"":5,""last_message"":""I've submitted an access request for api_key:openai. Reason: I need to test the latest code. Urgency"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762037336014-ED0TEK,2025-11-01T22:48:56.014Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 2800ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037333208-nptgha,,,"{""execution_time_ms"":2800,""token_usage"":{""inputTokens"":3983,""outputTokens"":122,""totalTokens"":4105,""reasoningTokens"":0,""cachedInputTokens"":3840},""finish_reason"":""stop"",""response_length"":490}",,,0,
